V1,V2
henrysettimello.txt,0.5225
sigebert.virgin.txt,0.09875
celtis.oratio.txt,0.743125
fam1.txt,0.251875
ben3.txt,0.200625
bacon.praefatio.txt,0.3725
civ17.txt,0.25875
ezra.txt,0.85375
phil8.txt,0.95375
valeriusflaccus4.txt,0.135
aulularia.txt,0.73875
orosius5.txt,0.1975
q1.6.txt,0.71625
varro.rr2.txt,0.575625
persius.txt,0.895625
liv.per49.txt,0.86
obadiah.txt,0.4175
liv.39.txt,0.791875
serm19.txt,0.299375
epistulae.txt,0.73375
laude (1).txt,0.835625
spinoza.ethica2.txt,0.088125
peter2.txt,0.26875
columella.rr10.txt,0.768125
fam10.txt,0.384375
maximianus.txt,0.268125
ovid.met15.txt,0.9925
fam7.txt,0.43875
richerus1.txt,0.73625
mart9.txt,0.439375
23 (2).txt,0.43625
att16.txt,0.998125
1 (4).txt,0.54
tertullian.paen.txt,0.018125
liv.per82.txt,0.675625
phaedr1.txt,0.98625
rusticus.txt,0.911875
valeriusflaccus6.txt,0.419375
quum.txt,0.683125
serm12.txt,0.30375
ep.priapismo.txt,0.73875
max.txt,0.036875
aen2.txt,0.97375
pliny.ep5.txt,0.466875
maxbal.txt,0.393125
des.med1.txt,0.323125
mart14.txt,0.91125
q1.24.txt,0.3025
revelation.txt,0.55875
erchempert.txt,0.34375
prologi.txt,0.468125
digest20.txt,0.236875
waardenburg.txt,0.684375
prud7.txt,0.166875
tac.ann4.txt,0.016875
tibullus1.txt,0.674375
commodianus2.txt,0.503125
sen.qn3.txt,0.086875
phil2.txt,0.630625
q1.13.txt,0.185
off1.txt,0.4925
liv.43.txt,0.4525
walter3.txt,1
legagr2.txt,0.20625
quintilian.institutio12.txt,0.28375
gall8.txt,0.049375
liv.37.txt,0.42875
leo3.txt,0.49875
appverg.aetna.txt,0.089375
ec7.txt,0.189375
35.txt,0.815
apuleius4.txt,0.830625
quintilian.institutio6.txt,0.880625
gwinne5.4.txt,0.295
eutropius6.txt,0.89625
vin.txt,0.04625
gregorytours6.txt,0.29125
gall.txt,0.128125
ter.adel.txt,0.15625
sulpiciusseverusmartin.txt,0.2225
17 (1).txt,0.963125
sen.apoc.txt,0.633125
4 (4).txt,0.834375
haruspicum.txt,0.780625
seneca.ep8.txt,0.29
petrarch.ep1.txt,0.393125
liv.per64.txt,0.841875
digest22.txt,0.90625
aen9.txt,0.289375
19 (3).txt,0.778125
vitruvius10.txt,0.136875
ep (2).txt,0.471875
digest5.txt,0.970625
eutropius4.txt,0.315
cas.txt,0.3125
withof4.txt,0.21625
histrom15.txt,0.2025
seneca.contr8.txt,0.125625
civ12.txt,0.55875
postreditum2.txt,0.51375
liv.33.txt,0.771875
ovid.her5.txt,0.1675
navagero.txt,0.43625
prosperus.sententiae.txt,0.2
seneca.ep19.txt,0.474375
22 (1).txt,0.641875
luther.95.txt,0.036875
8.txt,0.39375
gravissimas.txt,0.5625
21 (1).txt,0.655625
cinna.txt,0.400625
16.txt,0.946875
sen.hercules.txt,0.789375
ovid.met10.txt,0.604375
hist1 (1).txt,0.8825
truculentus.txt,0.88375
reg.txt,0.315
gall1.txt,0.689375
sall.cotta.txt,0.7525
sulpiciusseveruschron2.txt,0.05625
att1.txt,0.50125
suet.claudius.txt,0.514375
antibarb.txt,0.560625
civ21.txt,0.81125
newton.regulae.txt,0.791875
peter1.txt,0.52875
dicquid.txt,0.633125
sedulius4.txt,0.584375
civ8.txt,0.4675
petroniusfrag.txt,0.88125
ec8.txt,0.5825
gregorytours1.txt,0.87125
orationes.txt,0.44
sen.qn4.txt,0.10625
liv.per93.txt,0.073125
rhetores.txt,0.795
pascoli.catull.txt,0.36875
innocent2.txt,0.135
rudens.txt,0.273125
theod08.txt,0.24625
serm8.txt,0.66
aen4.txt,0.015
2 (4).txt,0.0525
gioacchino.txt,0.635
epidicus.txt,0.76625
theb10.txt,0.163125
tac.ann13.txt,0.01875
psalms.txt,0.369375
fam16.txt,0.310625
marina.txt,0.3675
garcilaso.txt,0.023125
hist12.txt,0.12375
silius9.txt,0.114375
serm92.txt,0.834375
20 (2).txt,0.550625
mir7.txt,0.381875
claudian.olyb.txt,0.120625
titum.txt,0.440625
corvinus2.txt,0.929375
pulchracomis.txt,0.86625
liv.per71.txt,0.246875
varro.ll10.txt,0.896875
manilius3.txt,0.19125
catechizandis.txt,0.569375
codex2.txt,0.78625
epistvaria.txt,0.949375
lucretius1.txt,0.274375
vegetius3.txt,0.639375
bacon.praefatio2.txt,0.999375
pliny.ep10.txt,0.365
liv.per142.txt,0.575625
tusc2.txt,0.945625
apuleius.cupid.txt,0.273125
tertullian.resurrectione.txt,0.9625
iulianus2.txt,0.365625
biggs.txt,0.279375
liv.per72.txt,0.45125
apicius1.txt,0.766875
prud9.txt,0.585625
8 (2).txt,0.711875
varia2.txt,0.193125
superbia.txt,0.535
liv.31.txt,0.72125
ovid.her14.txt,0.2475
fronto.txt,0.06125
apicius3.txt,0.10875
aqua2.txt,0.87875
petrarch.numa.txt,0.1725
cat3.txt,0.0825
q1.55.txt,0.94
14 (4).txt,0.625625
columba1.txt,0.210625
digest36.txt,0.144375
tertullian.pallio.txt,0.02
nepos.tim.txt,0.25875
digest29.txt,0.923125
ovid.her15.txt,0.3675
15.txt,0.338125
halley.txt,0.569375
2 (2).txt,0.5175
9 (3).txt,0.053125
trin13.txt,0.3625
liv.per48.txt,0.91
curtius6.txt,0.33875
thomasedessa.txt,0.186875
sen.proverbs.txt,0.92
anon.martyrio.txt,0.650625
liv.per86.txt,0.661875
7 (3).txt,0.9675
theod10.txt,0.65375
sidonius7.txt,0.09375
12tables.txt,0.264375
18 (3).txt,0.475
5.txt,0.17125
campion.epigr1.txt,0.974375
scauro.txt,0.713125
gwinne1.txt,0.319375
q1.38.txt,0.3675
bede5.txt,0.05125
conf13.txt,0.33625
q1.70.txt,0.936875
timothy1.txt,0.48
nepos.dat.txt,0.9575
arbroath.txt,0.426875
fredegarius.txt,0.555
gestafrancorum3.txt,0.43375
marcellinus2.txt,0.308125
solinus2.txt,0.383125
5 (1).txt,0.128125
q1.54.txt,0.418125
columella.rr5.txt,0.6425
ovid.met6.txt,0.019375
esdras2.txt,0.009375
aen1.txt,0.45375
institutes1.txt,0.29625
prud10.txt,0.8275
histrom7.txt,0.788125
septem.txt,0.493125
gregdecretals4.txt,0.570625
6.txt,0.09375
gaud.txt,0.6425
23 (1).txt,0.964375
19 (1).txt,0.95375
liv.per54.txt,0.868125
orator.txt,0.124375
liv.per32.txt,0.206875
seneca.contr1.txt,0.10625
gaius3.txt,0.35125
att5.txt,0.8375
phil6.txt,0.17125
prop3.txt,0.78125
cato.agri.txt,0.3375
oratore1.txt,0.33625
mostellaria.txt,0.34625
withof6.txt,0.894375
q1.20.txt,0.929375
bacon.hist6.txt,0.754375
silius7.txt,0.62375
des.pr.txt,0.643125
18 (2).txt,0.30125
prosperus.epistola.txt,0.7525
gellius7.txt,0.365625
aen10.txt,0.704375
albertanus.sermo.txt,0.58125
solinus4.txt,0.9775
liv.per27.txt,0.731875
pascoli.veianius.txt,0.509375
epistola (1).txt,0.43125
liv.per10.txt,0.604375
q1.19.txt,0.110625
liv.10.txt,0.883125
bacon.liber2.txt,0.36375
sen.qn1.txt,0.985625
att13.txt,0.145625
fam11.txt,0.033125
gregdecretals1.txt,0.263125
walton.txt,0.36
liv.per28.txt,0.396875
ter.eunuchus.txt,0.743125
curtius8.txt,0.2
iordanes2.txt,0.925
silvae2.txt,0.1275
quintilian.institutio7.txt,0.7125
caecina.txt,0.87875
codex1.txt,0.046875
may4.txt,0.561875
liv.per109.txt,0.258125
car.txt,0.430625
digest7.txt,0.935625
phil14.txt,0.625
arch.txt,0.615625
paris.txt,0.3625
repub1.txt,0.809375
30.txt,0.1625
commodianus1.txt,0.721875
hyginus6.txt,0.470625
11.txt,0.681875
senectute.txt,0.495
solinus1a.txt,0.19125
sepsev.txt,0.72875
q1.87.txt,0.78125
14 (3).txt,0.085
sabinus3.txt,0.34875
24.txt,0.999375
liv.per114.txt,0.9425
ovid.fasti1.txt,0.219375
histrom12.txt,0.24625
serm10.txt,0.023125
tertullian.praxean.txt,0.899375
ira.txt,0.28375
liv.per92.txt,0.260625
corpuschristi.txt,0.601875
pervig.txt,0.63
12 (2).txt,0.633125
liv.per111.txt,0.455
gellius8.txt,0.778125
liberpontificalis1.txt,0.00875
10.txt,0.82625
36.txt,0.689375
conf8.txt,0.04625
hyginus4.txt,0.821875
manilius1.txt,0.256875
liv.38.txt,0.09125
spinoza.ethica1.txt,0.984375
kempis3.txt,0.51375
6 (1).txt,0.736875
liv.per95.txt,0.11
solet.txt,0.3825
rimbaud.txt,0.425
silius15.txt,0.90125
tertullian.iudaeos.txt,0.846875
liv.per25.txt,0.66375
q1.12.txt,0.7375
11 (1).txt,0.456875
prov.txt,0.12625
malaterra3.txt,0.86875
quintilian.decl.mai2.txt,0.9
planctus.txt,0.10875
q1.45.txt,0.381875
marbodus.txt,0.14375
codex11.txt,0.920625
15 (3).txt,0.335625
pomponius1.txt,0.8175
versus.txt,0.6425
exodus.txt,0.063125
postreditum.txt,0.53375
att11.txt,0.93
burnett.txt,0.32875
verres.2.1.txt,0.620625
silvae3.txt,0.14125
seneca.ep1.txt,0.364375
tertullian.corona.txt,0.113125
vida.txt,0.9975
theb3.txt,0.581875
gellius2.txt,0.35125
bacon.hist10.txt,0.21
poree.txt,0.494375
codex3.txt,0.51125
magnacarta.txt,0.846875
q1.82.txt,0.715625
james.txt,0.534375
histbrit.txt,0.923125
divinatione1.txt,0.475625
prud14.txt,0.828125
fin5.txt,0.42
fletcher.txt,0.895625
lucan10.txt,0.715
gaius4.txt,0.06375
valmax8.txt,0.415625
liv.per3.txt,0.944375
dares1.txt,0.14125
q1.31.txt,0.39
phaedrapp.txt,0.118125
ovid.ponto1.txt,0.24875
lucretius6.txt,0.710625
theod13.txt,0.739375
fran.txt,0.435
didiul.txt,0.704375
bultelius2.txt,0.21125
digest1.txt,0.925625
tusc5.txt,0.865625
withof1.txt,0.36125
leg2.txt,0.884375
varro.ll9.txt,0.0675
prataiam.txt,0.86875
vidularia.txt,0.58875
vitruvius8.txt,0.0725
q1.17.txt,0.505625
victor.caes.txt,0.846875
ec3.txt,0.0825
archpoet.txt,0.85
q1.25.txt,0.61625
theb11.txt,0.5275
hist6.txt,0.020625
solinus1.txt,0.124375
exivi.txt,0.39125
joshua.txt,0.391875
nemesianus2.txt,0.381875
tac.ann15.txt,0.124375
preface.txt,0.0975
eutropius5.txt,0.10375
angilbert.txt,0.420625
contraioannem.txt,0.434375
ovid.her1.txt,0.67
apuleius.apol.txt,0.1875
benedict.txt,0.85375
q1.35.txt,0.245625
liv.per21.txt,0.12
quintilian.decl.mai10.txt,0.2025
digest33.txt,0.641875
conflictus.txt,0.36625
sidonius1.txt,0.168125
ovid.her20.txt,0.589375
ovid.met8.txt,0.998125
topica.txt,0.7875
mart1.txt,0.72125
q1.4.txt,0.778125
columella.rr11.txt,0.66
campion.plot2.txt,0.986875
suet.galba.txt,0.024375
nepos.iph.txt,0.658125
liv.per112.txt,0.333125
volovirum.txt,0.298125
civ13.txt,0.14625
catullus.txt,0.824375
liv.per96.txt,0.2775
nepos.phoc.txt,0.933125
ter.andria.txt,0.00875
q1.65.txt,0.11125
ovid.met7.txt,0.305625
scbaccanalibus.txt,0.53625
q1.67.txt,0.08375
eutropius8.txt,0.348125
carm1.txt,0.675
liv.per122.txt,0.12125
liv.per120.txt,0.013125
cael.txt,0.7375
tac.ann3.txt,0.76
theod12.txt,0.58125
tac.ann1.txt,0.260625
victor.origio.txt,0.05375
trin5.txt,0.200625
ovid.her3.txt,0.815
phil13.txt,0.881875
theod01.txt,0.01625
capitula.txt,0.078125
rhetorica.txt,0.899375
verres.2.3.txt,0.798125
ec1 (1).txt,0.0225
ovid.her12.txt,0.915625
suet.tibullus.txt,0.1375
liv.per17.txt,0.43625
civ5.txt,0.264375
ezekiel.txt,0.103125
trin3.txt,0.265625
iul.txt,0.295625
ovid.her9.txt,0.24625
sedulius1.txt,0.08
phil4.txt,0.736875
gellius11.txt,0.556875
prud13.txt,0.42875
aen7.txt,0.25375
repub2.txt,0.595625
jfkhonor.txt,0.88625
liv.per34.txt,0.7975
eutropius9.txt,0.54375
gellius3.txt,0.128125
kalila.txt,0.148125
seneca.ep4.txt,0.950625
valeriusflaccus3.txt,0.49875
quintilian.decl.mai16.txt,0.419375
22 (2).txt,0.1575
haggai.txt,0.929375
ovid.her8.txt,0.27375
piccolomini.ep6.txt,0.38375
gall4.txt,0.545
mart4.txt,0.0475
civ2.txt,0.38125
prop2.txt,0.048125
probus.txt,0.27375
sen.ira1.txt,0.38375
ovid.met5.txt,0.360625
ovid.rem.txt,0.199375
tunger.txt,0.5
fato.txt,0.625
23.txt,0.9175
pascoli.laur.txt,0.021875
eutropius1.txt,0.12125
liv.44.txt,0.2625
institutes3.txt,0.574375
adbrutum1.txt,0.755625
arnulf.txt,0.015625
sidonius2.txt,0.765625
seneca.fragmenta.txt,0.13375
paulinus.ausonium.txt,0.013125
vitacaroli.txt,0.85
bacon.hist3.txt,0.350625
lucan9.txt,0.326875
poggio.txt,0.388125
seneca.contr5.txt,0.061875
hist7.txt,0.09875
petronius1.txt,0.6025
quintilian.decl.mai7.txt,0.42875
pliny.nh5.txt,0.868125
carmsaec.txt,0.2875
ovid.met1.txt,0.745625
bedecontinuatio.txt,0.011875
q1.36.txt,0.35
liv.per91.txt,0.08375
serm72.txt,0.09625
q1.74.txt,0.14875
liv.per132.txt,0.399375
liv.per42.txt,0.306875
13 (3).txt,0.498125
q1.26.txt,0.396875
psplato.halcyon.txt,0.1675
strat3.txt,0.54
liv.per51.txt,0.654375
partitione.txt,0.401875
valmax6.txt,0.150625
ter.hecyra.txt,0.39625
tac.ann6.txt,0.80125
gestafrancorum10.txt,0.893125
fonteio.txt,0.6425
tac.hist3.txt,0.651875
sall.macer.txt,0.229375
pliny.ep2.txt,0.31875
42.txt,0.080625
quadragesima1.txt,0.535
owen.txt,0.61
legagr1.txt,0.0775
deuteronomy.txt,0.131875
liv.per139.txt,0.901875
17.txt,0.7775
4 (1).txt,0.569375
repub3.txt,0.129375
bede2.txt,0.7875
aqua1.txt,0.121875
menaechmi.txt,0.765625
germanicus.txt,0.11875
theb12.txt,0.941875
suet.vesp.txt,0.418125
valmax1.txt,0.53625
liv.per26.txt,0.9325
prud12.txt,0.411875
hist4.txt,0.419375
serm90.txt,0.69875
bc2.txt,0.245
valmax3.txt,0.091875
mart13.txt,0.6
fulgentius2.txt,0.1175
q1.47.txt,0.816875
manilius2.txt,0.175625
geta.txt,0.90625
gelliuspraef.txt,0.470625
serm80.txt,0.450625
iordanes1.txt,0.018125
liv.per102.txt,0.661875
walter9.txt,0.5425
quintilian.decl.mai9.txt,0.518125
andecavis.txt,0.149375
ambro.txt,0.36875
apuleius.florida.txt,0.52625
gellius4.txt,0.99625
psplato.sisyphus.txt,0.786875
verus.txt,0.64
digest6.txt,0.42125
mark.txt,0.934375
bill.rights.txt,0.35625
10 (2).txt,0.675625
potatores.txt,0.593125
declaratio.txt,0.059375
mirabilia.txt,0.166875
strat2.txt,0.00125
liv.per38.txt,0.65125
fulgentius5.txt,0.958125
seneca.ep17-18.txt,0.343125
liv.per55.txt,0.6625
theod04.txt,0.103125
liv.1.txt,0.715
octavia.txt,0.84125
asconius.txt,0.4325
ovid.tristia4.txt,0.07125
godfrey.epigrammata.txt,0.363125
lucretius2.txt,0.365
liv.per134.txt,0.033125
andronicus.txt,0.838125
arspoet.txt,0.50375
sphaer.txt,0.288125
mart12.txt,0.4725
professio.txt,0.6175
liv.27.txt,0.910625
silius2.txt,0.475625
apuleius9.txt,0.519375
theod07.txt,0.07125
curtius7.txt,0.0625
conf7.txt,0.0425
civ6.txt,0.514375
andreasbergoma.txt,0.02625
manilius4.txt,0.1925
domo.txt,0.1325
amphitruo.txt,0.354375
q1.3.txt,0.766875
bacon.hist5.txt,0.841875
6 (2).txt,0.40125
q1.81.txt,0.44
liv.per2.txt,0.17
bc3.txt,0.901875
prud5.txt,0.990625
liv.per16.txt,0.280625
varia5.txt,0.96875
greg.txt,0.236875
sex.rosc.txt,0.67875
liv.3.txt,0.09375
columella.rr8.txt,0.440625
conf6.txt,0.543125
nepos.timo.txt,0.239375
valeriusflaccus2.txt,0.3925
33.txt,0.664375
nepos.epam.txt,0.804375
may2.txt,0.00375
sen.qn5.txt,0.693125
agnes.txt,0.68
conf.txt,0.758125
8 (3).txt,0.33375
tertullian.idololatria.txt,0.84625
prud.psycho.txt,0.6325
apuleius7.txt,0.96125
sen.medea.txt,0.944375
albertanus2.txt,0.37125
12.txt,0.86875
serm88.txt,0.204375
civ16.txt,0.92625
verres.2.5.txt,0.45375
ovid.her18.txt,0.173125
curtius10.txt,0.2875
theod02.txt,0.213125
asserius.txt,0.858125
chronicles1.txt,0.339375
silius10.txt,0.670625
civ11.txt,0.615625
vitamalchus.txt,0.234375
fam8.txt,0.404375
conf10.txt,0.321875
luscinia.txt,0.034375
ebulo.txt,0.125
silvae5.txt,0.30125
seneca.ep22.txt,0.59875
john2.txt,0.574375
serm83.txt,0.565625
liv.per44.txt,0.651875
carm4.txt,0.21125
propos.txt,0.856875
tertullian.nationes2.txt,0.664375
resurr.txt,0.835625
trin11.txt,0.224375
inventione2.txt,0.845625
1 (2).txt,0.05125
junillus.txt,0.811875
hist10.txt,0.489375
grattius.txt,0.311875
marc.txt,0.874375
institutes.proem.txt,0.869375
nepos.pr.txt,0.259375
des.med2.txt,0.9925
quintilian.decl.mai19.txt,0.901875
oratio.stephani.txt,0.43875
venantius.txt,0.11875
liv.per41.txt,0.475625
geo4.txt,0.47125
formula.txt,0.23125
appverg.ciris.txt,0.59375
suet.caesar.txt,0.92375
bc1.txt,0.13875
acad.txt,0.035
civ22.txt,0.6475
gestafrancorum7.txt,0.76875
liv.per75.txt,0.72625
conf4.txt,0.635
foedusaeternum.txt,0.596875
suet.virgil.txt,0.503125
des.med3.txt,0.4975
liv.28.txt,0.231875
14 (1).txt,0.295625
sall.ep1.txt,0.823125
victor.caes2.txt,0.645
liv.per18.txt,0.374375
18 (1).txt,0.739375
deio.txt,0.298125
avienus.periegesis.txt,0.636875
tac.dialogus.txt,0.924375
nepos.alc.txt,0.803125
notitia1.txt,0.7375
digest12.txt,0.705625
micah.txt,0.16125
liv.per6.txt,0.850625
legenda.stephani.txt,0.498125
romans.txt,0.591875
tertullian.martyres.txt,0.526875
pseudolus.txt,0.485
patricius1.txt,0.604375
sen.ira2.txt,0.68625
calpurniusflaccus.txt,0.291875
22.txt,0.229375
may7.txt,0.184375
oratore2.txt,0.21625
bacon.hist2.txt,0.8425
job.txt,0.769375
walter4.txt,0.059375
liv.per15.txt,0.12125
liv.per30.txt,0.48625
liv.per89.txt,0.606875
piccolomini.ep5.txt,0.81125
histrom10.txt,0.250625
sulpiciusseveruschron1.txt,0.69125
prologi (1).txt,0.076875
malaterra1.txt,0.8775
27 (1).txt,0.731875
tertullian.propheta.txt,0.063125
digest23.txt,0.19
q1.18.txt,0.2325
epist (2).txt,0.30875
reposianus.txt,0.1275
nemesianus3.txt,0.296875
varia10.txt,0.491875
flacco.txt,0.99
